state,account length,area code,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls
43,75,415,0,0,0,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0
3,90,415,0,0,0,179.1,71,30.45,190.6,81,16.2,127.7,91,5.75,10.6,7,2.86,3
29,131,408,0,1,36,214.2,115,36.41,161.7,117,13.74,264.7,102,11.91,9.5,4,2.57,3
14,138,408,1,0,0,268.4,81,45.63,174.4,115,14.82,193.5,96,8.71,11.6,4,3.13,1
34,209,415,0,0,0,153.7,105,26.13,188.6,87,16.03,200.8,95,9.04,10.7,2,2.89,0
44,32,510,0,1,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9.0,9,2.43,1
46,113,510,0,0,0,207.2,113,35.22,256.0,80,21.76,211.0,87,9.49,9.9,1,2.67,1
32,63,510,0,0,0,207.6,96,35.29,229.0,112,19.47,162.6,131,7.32,13.3,2,3.59,1
6,116,415,0,0,0,245.9,73,41.8,240.1,87,20.41,158.7,89,7.14,8.9,5,2.4,3
39,17,415,0,0,0,161.5,123,27.46,214.2,81,18.21,315.0,106,14.18,8.6,5,2.32,1
40,130,415,0,0,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0
22,146,408,0,0,0,149.3,83,25.38,187.1,130,15.9,149.8,100,6.74,7.9,4,2.13,7
44,111,510,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2
25,96,510,0,0,0,98.2,100,16.69,307.2,88,26.11,182.5,120,8.21,7.6,1,2.05,2
32,107,415,0,0,0,222.3,101,37.79,286.0,111,24.31,249.4,117,11.22,12.1,4,3.27,1
48,70,415,0,0,0,156.4,108,26.59,171.0,116,14.54,196.1,96,8.82,8.6,4,2.32,2
9,68,415,0,1,24,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1
0,108,415,0,0,0,103.0,129,17.51,242.3,103,20.6,170.2,89,7.66,7.9,3,2.13,1
17,107,415,0,0,0,157.1,79,26.71,162.6,124,13.82,150.0,138,6.75,12.1,6,3.27,1
25,43,510,0,0,0,159.5,99,27.12,119.7,149,10.17,173.9,126,7.83,6.8,3,1.84,2
33,115,415,0,0,0,184.1,98,31.3,327.0,73,27.8,212.5,106,9.56,7.5,6,2.03,2
48,80,415,0,0,0,239.9,121,40.78,142.3,51,12.1,364.3,106,16.39,9.3,5,2.51,1
27,190,408,0,0,0,182.2,101,30.97,212.3,95,18.05,233.0,123,10.49,9.3,4,2.51,2
10,141,510,0,1,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3
12,81,510,0,0,0,203.5,89,34.6,289.6,69,24.62,212.9,71,9.58,8.7,3,2.35,3
26,97,415,0,1,15,117.6,97,19.99,196.3,126,16.69,157.4,113,7.08,6.4,3,1.73,1
38,79,415,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1
29,92,415,0,0,0,181.4,98,30.84,164.5,98,13.98,171.0,110,7.69,10.9,4,2.94,2
35,75,415,0,0,0,150.6,99,25.6,301.5,83,25.63,158.7,104,7.14,8.1,5,2.19,0
24,86,415,0,0,0,83.5,96,14.2,221.1,63,18.79,349.7,75,15.74,12.6,3,3.4,0
25,17,408,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1
25,190,415,1,0,0,111.9,55,19.02,223.0,124,18.96,243.2,81,10.94,10.0,7,2.7,3
45,103,510,0,0,0,167.8,121,28.53,212.9,123,18.1,208.2,73,9.37,13.0,3,3.51,5
27,72,415,0,0,0,137.6,106,23.39,143.5,94,12.2,273.7,110,12.32,9.6,6,2.59,2
49,92,510,0,1,16,184.0,99,31.28,76.4,134,6.49,185.1,96,8.33,12.7,3,3.43,2
16,93,415,0,0,0,266.0,120,45.22,130.1,84,11.06,165.8,63,7.46,13.1,6,3.54,3
27,72,415,0,0,0,196.5,88,33.41,158.6,129,13.48,269.3,118,12.12,6.8,3,1.84,0
38,101,415,1,0,0,193.7,108,32.93,186.6,98,15.86,223.0,100,10.04,11.6,8,3.13,0
27,129,415,0,0,0,54.7,131,9.3,256.1,105,21.77,176.6,135,7.95,11.1,4,3.0,1
32,112,415,0,0,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1
27,88,408,0,1,27,93.4,106,15.88,252.0,92,21.42,189.0,104,8.5,10.9,1,2.94,1
8,97,415,0,1,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5
39,158,510,0,0,0,220.9,129,37.55,242.2,108,20.59,233.3,75,10.5,6.4,5,1.73,0
47,117,408,0,0,0,191.1,93,32.49,282.8,56,24.04,84.8,118,3.82,12.0,4,3.24,2
44,48,510,0,1,43,172.0,111,29.24,200.2,64,17.02,233.1,96,10.49,8.0,5,2.16,1
47,121,408,0,0,0,207.9,98,35.34,210.5,96,17.89,109.6,114,4.93,7.7,2,2.08,2
38,142,510,0,1,40,230.7,101,39.22,256.8,88,21.83,263.9,92,11.88,6.4,3,1.73,1
49,43,415,0,0,0,199.9,108,33.98,288.4,80,24.51,180.6,103,8.13,11.3,7,3.05,1
6,73,415,0,1,47,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2
5,59,510,0,0,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1
48,87,415,0,0,0,238.0,97,40.46,164.5,97,13.98,282.5,132,12.71,10.6,6,2.86,2
4,75,408,0,0,0,166.3,125,28.27,158.2,86,13.45,256.7,80,11.55,6.1,5,1.65,1
34,144,408,0,0,0,61.6,117,10.47,77.1,85,6.55,173.0,99,7.79,8.2,7,2.21,4
33,183,415,0,0,0,116.7,92,19.84,213.8,112,18.17,214.3,112,9.64,9.7,6,2.62,2
37,129,510,0,1,36,192.8,103,32.78,177.0,83,15.05,216.5,118,9.74,16.4,5,4.43,1
47,110,510,0,0,0,185.1,100,31.47,165.1,88,14.03,111.6,104,5.02,6.3,4,1.7,3
24,85,510,0,0,0,165.8,96,28.19,190.0,141,16.15,144.0,116,6.48,10.9,3,2.94,5
37,89,415,0,0,0,111.2,101,18.9,122.1,94,10.38,180.8,85,8.14,12.6,2,3.4,3
46,67,408,0,0,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10.0,2,2.7,6
48,74,408,0,0,0,177.4,136,30.16,240.3,104,20.43,237.3,133,10.68,12.0,3,3.24,0
6,80,408,0,0,0,118.1,90,20.08,144.3,77,12.27,225.1,86,10.13,8.2,6,2.21,1
48,67,510,0,0,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2
48,101,415,0,0,0,248.6,102,42.26,174.9,93,14.87,207.2,86,9.32,6.1,3,1.65,3
13,103,415,0,0,0,174.7,151,29.7,148.0,56,12.58,168.2,109,7.57,15.8,3,4.27,6
12,113,510,0,0,0,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2
41,87,415,0,1,21,214.0,113,36.38,180.0,114,15.3,134.5,82,6.05,10.6,5,2.86,0
19,88,408,0,1,45,80.3,140,13.65,153.3,101,13.03,309.2,123,13.91,12.8,3,3.46,2
8,108,510,0,0,0,169.6,99,28.83,264.1,87,22.45,206.3,78,9.28,9.3,4,2.51,0
46,43,408,0,0,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0
44,44,415,0,0,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0
21,105,408,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3
19,47,415,0,0,0,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3
19,93,415,0,1,31,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1
33,125,510,0,0,0,168.6,99,28.66,175.6,107,14.93,243.3,92,10.95,10.9,7,2.94,0
14,151,415,1,0,0,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0
23,30,408,0,0,0,54.0,68,9.18,179.3,96,15.24,247.2,101,11.12,10.2,8,2.75,1
0,52,415,0,1,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2
19,86,510,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0
30,149,415,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4
30,116,408,0,1,24,183.6,138,31.21,203.8,90,17.32,166.9,89,7.51,6.0,3,1.62,2
22,127,510,0,1,25,203.8,118,34.65,267.1,48,22.7,225.1,105,10.13,7.3,5,1.97,0
49,94,415,0,1,28,92.7,107,15.76,127.8,86,10.86,225.6,86,10.15,9.9,4,2.67,3
50,16,415,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5
24,42,415,0,0,0,184.5,98,31.37,200.5,93,17.04,279.2,91,12.56,8.8,3,2.38,2
23,24,510,0,1,25,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1
48,62,415,0,0,0,86.3,84,14.67,238.7,99,20.29,238.4,79,10.73,12.5,1,3.38,2
25,121,415,0,1,21,126.3,84,21.47,209.6,102,17.82,192.5,129,8.66,10.6,2,2.86,1
5,71,415,0,0,0,277.5,104,47.18,131.8,121,11.2,126.9,101,5.71,8.2,2,2.21,1
6,23,510,0,0,0,321.6,107,54.67,251.6,115,21.39,141.1,158,6.35,11.3,3,3.05,2
8,99,415,0,0,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6.0,5,1.62,1
33,69,415,0,0,0,153.7,109,26.13,194.0,105,16.49,256.1,114,11.52,14.1,6,3.81,1
0,127,510,0,1,36,183.2,117,31.14,126.8,76,10.78,263.3,71,11.85,11.2,8,3.02,1
32,113,510,0,0,0,150.1,120,25.52,200.1,85,17.01,266.7,105,12.0,11.0,3,2.97,2
45,102,408,0,0,0,156.5,67,26.61,204.3,103,17.37,141.9,72,6.39,9.9,2,2.67,2
3,127,415,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1
41,128,510,1,1,32,223.5,81,38.0,188.8,74,16.05,154.9,101,6.97,9.4,2,2.54,2
50,87,415,0,1,22,263.8,65,44.85,103.4,115,8.79,208.1,109,9.36,8.5,3,2.3,3
30,130,415,0,0,0,213.1,105,36.23,206.2,108,17.53,163.4,93,7.35,8.9,3,2.4,0
10,155,510,0,0,0,71.2,90,12.1,304.4,119,25.87,183.3,103,8.25,8.6,4,2.32,0
26,74,408,0,0,0,174.1,96,29.6,251.1,94,21.34,257.6,123,11.59,8.3,5,2.24,2
47,167,415,0,0,0,169.2,124,28.76,173.3,108,14.73,216.5,64,9.74,12.4,4,3.35,4
1,98,408,0,0,0,161.0,117,27.37,190.9,113,16.23,227.7,113,10.25,12.1,4,3.27,4
1,77,415,0,0,0,163.0,112,27.71,219.1,89,18.62,233.4,66,10.5,6.7,3,1.81,2
36,88,408,0,0,0,65.4,97,11.12,168.2,76,14.3,236.0,113,10.62,13.8,1,3.73,2
22,78,510,0,0,0,137.4,109,23.36,237.6,49,20.2,206.7,136,9.3,14.0,11,3.78,3
26,34,415,0,1,14,151.5,100,25.76,248.7,126,21.14,199.8,120,8.99,10.7,5,2.89,2
30,101,510,0,0,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1
22,79,510,0,0,0,220.9,107,37.55,192.2,97,16.34,161.0,74,7.25,12.2,2,3.29,1
39,83,510,0,0,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0
22,53,510,0,1,37,167.3,99,28.44,194.7,99,16.55,236.7,112,10.65,12.0,9,3.24,2
36,15,415,0,0,0,121.1,130,20.59,216.0,86,18.36,235.1,33,10.58,16.1,5,4.35,2
20,125,408,0,0,0,137.1,94,23.31,209.8,83,17.83,238.4,114,10.73,8.6,4,2.32,1
31,87,510,0,0,0,223.2,109,37.94,127.5,86,10.84,289.3,83,13.02,14.5,4,3.92,3
29,96,415,0,0,0,180.6,92,30.7,190.9,114,16.23,295.6,125,13.3,10.3,4,2.78,1
26,94,415,0,0,0,137.5,118,23.38,203.2,88,17.27,150.0,131,6.75,13.4,2,3.62,0
1,69,415,0,0,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3
31,46,408,0,0,0,257.4,67,43.76,261.1,91,22.19,204.4,107,9.2,13.4,5,3.62,2
34,104,415,0,1,26,189.1,112,32.15,178.2,97,15.15,199.3,104,8.97,11.1,4,3.0,1
31,153,510,0,0,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2
33,74,415,0,0,0,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1
26,50,415,0,1,22,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3
3,43,415,0,0,0,179.3,97,30.48,252.7,126,21.48,227.5,114,10.24,8.0,5,2.16,0
35,84,408,1,0,0,299.4,71,50.9,61.9,88,5.26,196.9,89,8.86,6.6,7,1.78,2
11,85,415,0,0,0,235.8,109,40.09,157.2,94,13.36,188.2,99,8.47,12.0,3,3.24,0
24,80,408,1,1,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1
20,112,415,0,0,0,170.4,103,28.97,200.2,71,17.02,258.3,100,11.62,11.6,4,3.13,1
1,118,510,1,0,0,223.4,98,37.98,220.6,101,18.75,203.9,118,9.18,6.3,6,1.7,0
23,138,415,0,0,0,194.3,83,33.03,189.9,97,16.14,232.2,102,10.45,9.0,3,2.43,5
43,125,415,0,0,0,203.4,110,34.58,128.7,97,10.94,190.5,113,8.57,11.0,4,2.97,1
45,104,415,0,1,23,280.2,136,47.63,220.5,92,18.74,136.9,102,6.16,13.3,3,3.59,4
11,101,510,0,0,0,93.8,127,15.95,150.0,104,12.75,241.1,116,10.85,10.7,2,2.89,1
15,36,415,0,0,0,253.4,77,43.08,182.4,151,15.5,275.8,103,12.41,8.4,2,2.27,1
39,125,408,0,0,0,113.0,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2
43,47,408,0,1,28,112.2,70,19.07,154.8,106,13.16,166.7,105,7.5,10.6,2,2.86,0
50,41,510,0,0,0,223.8,67,38.05,244.8,74,20.81,223.8,156,10.07,12.3,5,3.32,3
47,111,510,0,0,0,152.2,114,25.87,137.2,102,11.66,185.9,97,8.37,9.8,3,2.65,0
36,155,415,0,1,23,243.9,112,41.46,133.0,106,11.31,213.7,123,9.62,13.4,11,3.62,2
12,73,415,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1
5,118,415,0,1,36,294.9,106,50.13,165.7,115,14.08,189.2,63,8.51,9.8,5,2.65,3
12,45,415,0,0,0,211.3,87,35.92,165.7,97,14.08,265.9,72,11.97,13.3,6,3.59,1
23,53,415,0,0,0,164.1,106,27.9,206.0,56,17.51,194.7,124,8.76,11.4,2,3.08,1
41,131,510,0,0,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2
26,124,415,0,1,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2
13,135,510,0,0,0,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0
28,101,415,0,0,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0.0,0,0.0,3
47,71,408,0,0,0,141.2,132,24.0,149.1,90,12.67,171.4,72,7.71,7.0,2,1.89,2
42,127,415,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1
18,89,415,0,0,0,141.1,92,23.99,249.1,126,21.17,136.0,73,6.12,10.8,2,2.92,2
26,48,415,0,1,36,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3
21,105,408,0,1,33,209.6,68,35.63,146.9,140,12.49,121.0,131,5.44,10.6,3,2.86,2
0,103,510,0,0,0,190.9,62,32.45,226.6,53,19.26,230.1,96,10.35,7.8,3,2.11,2
26,126,415,0,1,30,153.4,90,26.08,151.4,97,12.87,153.8,97,6.92,12.8,4,3.46,4
22,120,408,0,0,0,165.0,100,28.05,317.2,83,26.96,119.2,86,5.36,8.3,8,2.24,1
33,105,415,1,0,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0
20,141,415,0,0,0,185.1,126,31.47,233.0,98,19.81,152.2,106,6.85,9.1,7,2.46,0
8,89,510,1,0,0,125.6,108,21.35,213.0,90,18.11,181.7,108,8.18,5.4,5,1.46,1
31,156,408,0,1,27,192.3,137,32.69,199.9,115,16.99,244.2,112,10.99,14.8,8,4.0,1
36,100,415,0,0,0,203.1,96,34.53,217.0,126,18.45,180.9,122,8.14,13.5,2,3.65,3
50,43,415,1,0,0,251.5,105,42.76,212.8,104,18.09,157.8,67,7.1,9.3,4,2.51,0
20,204,510,0,0,0,205.2,145,34.88,154.8,95,13.16,191.4,77,8.61,14.1,5,3.81,3
48,162,408,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3
34,78,510,0,0,0,152.9,81,25.99,256.6,82,21.81,173.6,112,7.81,5.3,6,1.43,2
43,128,415,0,1,40,171.2,88,29.1,145.7,109,12.38,196.8,93,8.86,14.0,6,3.78,1
3,85,408,0,0,0,201.4,52,34.24,229.4,104,19.5,252.5,106,11.36,12.0,3,3.24,1
23,129,510,0,1,31,193.0,99,32.81,224.8,87,19.11,197.6,91,8.89,10.3,8,2.78,2
23,62,510,0,1,33,186.4,84,31.69,201.0,136,17.09,286.7,103,12.9,11.1,3,3.0,2
16,123,415,0,0,0,140.0,106,23.8,153.7,101,13.06,50.1,87,2.25,12.5,1,3.38,2
33,177,415,0,1,27,230.2,106,39.13,196.1,78,16.67,215.4,108,9.69,10.4,2,2.81,1
12,88,415,0,0,0,113.7,67,19.33,165.1,127,14.03,141.5,142,6.37,10.8,3,2.92,1
31,96,510,0,0,0,150.0,122,25.5,218.5,116,18.57,212.4,89,9.56,9.8,1,2.65,3
13,73,510,0,1,28,198.2,107,33.69,139.1,123,11.82,199.1,139,8.96,8.8,1,2.38,2
10,85,510,0,0,0,222.3,132,37.79,231.5,101,19.68,223.5,75,10.06,11.0,2,2.97,3
48,84,510,0,1,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1
26,147,415,0,1,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2
49,36,408,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1
31,136,408,0,1,27,187.7,84,31.91,221.0,147,18.79,145.7,110,6.56,10.0,4,2.7,3
34,21,415,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1
5,90,408,0,0,0,109.9,102,18.68,220.8,114,18.77,104.0,133,4.68,10.9,6,2.94,0
38,52,408,0,0,0,215.9,67,36.7,217.0,108,18.45,342.8,130,15.43,5.2,2,1.4,1
23,173,510,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0
1,67,415,0,1,28,95.0,94,16.15,291.2,73,24.75,159.6,114,7.18,10.0,2,2.7,2
45,99,415,0,1,42,216.0,125,36.72,232.3,104,19.75,215.5,100,9.7,9.3,4,2.51,2
9,130,415,0,0,0,162.8,113,27.68,290.3,111,24.68,114.9,140,5.17,7.2,3,1.94,1
50,71,415,0,0,0,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0
15,129,415,0,0,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1
36,194,408,0,0,0,162.3,88,27.59,213.7,118,18.16,192.1,81,8.64,10.9,2,2.94,0
39,127,415,0,1,27,140.1,59,23.82,223.4,111,18.99,257.9,73,11.61,3.8,10,1.03,1
26,54,408,0,0,0,134.3,73,22.83,155.5,100,13.22,102.1,68,4.59,14.7,4,3.97,3
49,72,510,0,1,33,96.6,59,16.42,315.4,98,26.81,163.3,117,7.35,6.2,4,1.67,4
36,176,408,0,0,0,47.4,125,8.06,167.8,90,14.26,163.1,107,7.34,10.5,8,2.84,2
42,57,510,0,0,0,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2
15,81,408,0,0,0,175.5,67,29.84,249.3,85,21.19,270.2,98,12.16,10.2,3,2.75,1
26,13,415,0,1,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1
39,121,408,0,0,0,170.4,108,28.97,350.5,68,29.79,297.0,87,13.37,11.2,3,3.02,0
6,134,408,0,1,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0
22,51,415,0,0,0,229.7,129,39.05,336.0,104,28.56,192.8,128,8.68,9.6,1,2.59,1
7,170,510,0,0,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2
7,126,415,0,0,0,161.4,110,27.44,220.6,125,18.75,249.2,78,11.21,5.1,2,1.38,0
18,82,415,0,0,0,197.7,101,33.61,127.6,83,10.85,142.1,103,6.39,13.5,3,3.65,1
27,58,510,0,0,0,112.2,95,19.07,209.6,108,17.82,260.9,78,11.74,13.9,1,3.75,0
36,79,510,0,0,0,147.0,72,24.99,165.7,102,14.08,243.2,107,10.94,8.4,9,2.27,1
40,99,510,0,0,0,169.2,70,28.76,271.5,77,23.08,170.2,104,7.66,10.6,2,2.86,0
8,142,408,0,0,0,187.0,133,31.79,134.6,74,11.44,242.2,127,10.9,7.4,5,2.0,2
22,36,510,0,1,29,281.4,102,47.84,202.2,76,17.19,187.2,113,8.42,9.0,6,2.43,2
20,107,415,0,0,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1
23,158,408,0,0,0,209.9,112,35.68,221.3,82,18.81,210.0,93,9.45,8.2,3,2.21,1
32,118,415,0,1,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0
12,100,408,0,0,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4
30,155,408,0,0,0,216.7,30,36.84,144.3,125,12.27,135.3,106,6.09,10.8,1,2.92,2
5,131,415,0,1,23,170.8,145,29.04,236.7,93,20.12,294.5,100,13.25,12.7,1,3.43,1
17,109,415,0,0,0,175.6,80,29.85,238.0,94,20.23,198.4,103,8.93,10.2,6,2.75,1
19,112,415,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0
46,63,415,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2
49,30,510,0,0,0,162.3,96,27.59,244.0,122,20.74,180.1,89,8.1,9.1,4,2.46,2
17,72,408,0,0,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1
22,110,510,0,0,0,18.9,92,3.21,258.4,81,21.96,109.6,74,4.93,14.8,4,4.0,1
24,61,408,0,0,0,45.0,108,7.65,151.3,74,12.86,152.9,94,6.88,9.8,6,2.65,2
25,38,415,0,1,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2
1,96,415,1,0,0,200.6,117,34.1,289.5,120,24.61,98.3,95,4.42,11.2,5,3.02,2
41,55,415,0,0,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1
22,53,415,0,0,0,57.5,95,9.78,265.5,131,22.57,244.3,128,10.99,11.6,6,3.13,3
33,161,415,0,0,0,72.8,120,12.38,267.1,120,22.7,222.5,91,10.01,11.8,2,3.19,2
18,69,415,0,1,37,155.0,98,26.35,142.4,105,12.1,143.7,117,6.47,5.9,4,1.59,1
13,174,408,0,0,0,192.1,97,32.66,169.9,94,14.44,166.6,54,7.5,11.4,4,3.08,1
4,82,415,0,0,0,199.3,112,33.88,193.4,120,16.44,254.4,117,11.45,7.0,10,1.89,0
6,3,415,0,1,36,118.1,117,20.08,221.5,125,18.83,103.9,89,4.68,11.9,6,3.21,2
2,80,415,0,0,0,124.3,100,21.13,173.0,107,14.71,253.2,62,11.39,7.9,9,2.13,1
37,120,415,0,0,0,252.0,120,42.84,150.2,106,12.77,151.8,96,6.83,9.6,1,2.59,2
36,105,510,1,1,28,156.1,89,26.54,107.1,114,9.1,167.7,95,7.55,14.7,3,3.97,0
26,143,415,0,0,0,172.3,97,29.29,174.0,108,14.79,188.2,119,8.47,13.0,4,3.51,2
3,100,415,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2
40,90,408,0,1,29,150.1,109,25.52,264.7,103,22.5,178.4,97,8.03,5.8,4,1.57,1
45,89,415,0,1,32,209.9,113,35.68,249.8,104,21.23,224.2,92,10.09,8.7,7,2.35,1
20,108,415,1,1,42,130.1,90,22.12,167.0,128,14.2,244.7,80,11.01,13.6,5,3.67,3
20,84,510,0,0,0,169.5,96,28.82,157.6,94,13.4,98.2,70,4.42,10.6,7,2.86,0
12,64,415,0,1,43,118.4,100,20.13,144.1,108,12.25,158.1,91,7.11,8.5,6,2.3,1
27,128,510,0,0,0,187.3,84,31.84,270.8,95,23.02,206.4,68,9.29,10.1,5,2.73,1
9,166,510,1,0,0,47.7,89,8.11,264.4,95,22.47,235.2,97,10.58,13.2,3,3.56,0
4,185,408,0,0,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1
2,34,510,0,0,0,124.8,82,21.22,282.2,98,23.99,311.5,78,14.02,10.0,4,2.7,2
16,47,510,1,0,0,47.8,120,8.13,178.9,123,15.21,152.6,96,6.87,13.3,7,3.59,0
47,157,415,0,0,0,152.7,105,25.96,257.5,80,21.89,198.1,93,8.91,9.4,4,2.54,1
14,86,415,1,0,0,266.1,120,45.24,182.0,92,15.47,206.5,103,9.29,10.3,4,2.78,1
34,112,408,0,1,30,60.6,113,10.3,165.9,96,14.1,132.8,99,5.98,13.3,7,3.59,0
44,126,408,0,0,0,211.6,70,35.97,216.9,80,18.44,153.5,60,6.91,7.8,1,2.11,1
34,99,415,0,0,0,145.6,102,24.75,230.9,87,19.63,181.5,86,8.17,11.4,7,3.08,1
7,68,415,1,1,39,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1
17,66,510,0,1,33,88.8,104,15.1,109.6,94,9.32,172.7,107,7.77,7.1,9,1.92,3
9,91,510,0,0,0,203.1,106,34.53,210.1,113,17.86,195.6,129,8.8,12.0,3,3.24,3
3,113,415,0,1,32,180.4,89,30.67,129.4,124,11.0,166.9,124,7.51,8.4,2,2.27,1
1,121,415,0,0,0,168.9,128,28.71,123.9,99,10.53,266.3,105,11.98,2.9,7,0.78,2
26,73,408,0,1,26,131.2,98,22.3,106.5,97,9.05,221.7,96,9.98,10.2,6,2.75,2
18,108,510,0,1,30,276.6,99,47.02,220.1,113,18.71,177.9,95,8.01,9.8,6,2.65,2
39,150,415,0,1,29,209.9,77,35.68,158.0,52,13.43,141.9,113,6.39,6.6,1,1.78,0
49,13,415,0,0,0,146.4,74,24.89,148.5,92,12.62,216.7,96,9.75,11.3,3,3.05,1
38,141,510,0,0,0,146.5,121,24.91,169.9,125,14.44,238.8,112,10.75,8.2,5,2.21,0
8,92,415,0,1,33,243.1,92,41.33,213.8,92,18.17,228.7,104,10.29,12.1,2,3.27,2
